,commit ID,author name,committer name,message,URL,commit date,message_preprocessed
107,MDY6Q29tbWl0NDE2NDQ4MjozMTI4ZjNkMzhkMWRiMGJjMDFkYTlhNGJmNGJlODExMTkwNzlkNzNh,Baptiste Mispelon,Baptiste Mispelon,Fixed #20618 -- Fixed regression in `BoundField.label_tag`.,https://api.github.com/repos/django/django/git/commits/3128f3d38d1db0bc01da9a4bf4be81119079d73a,2013-06-18,
108,MDY6Q29tbWl0NDE2NDQ4Mjo1ODRiZDE0ZGNmZGVlOTU4NWZlYzc3OTRkNTNjZTEyMGVhNzNkMGJj,Gabe Jackson,Tim Graham,"Fixed #18134 -- BoundField.label_tag now includes the form's label_suffix

There was an inconsistency between how the label_tag for forms were
generated depending on which method was used: as_p, as_ul and as_table
contained code to append the label_suffix where as label_tag called on a
form field directly did NOT append the label_suffix. The code for
appending the label_suffix has been moved in to the label_tag code of
the field and the HTML generation code for as_p, as_ul and as_table now
calls this code as well.

This is a backwards incompatible change because users who have added the
label_suffix manually in their templates may now get double label_suffix
characters in their forms.",https://api.github.com/repos/django/django/git/commits/584bd14dcfdee9585fec7794d53ce120ea73d0bc,2012-06-08,Fixed #18134 -- BoundField.label_tag now includes the form's label_suffix
108,MDY6Q29tbWl0NDE2NDQ4Mjo1ODRiZDE0ZGNmZGVlOTU4NWZlYzc3OTRkNTNjZTEyMGVhNzNkMGJj,Gabe Jackson,Tim Graham,"Fixed #18134 -- BoundField.label_tag now includes the form's label_suffix

There was an inconsistency between how the label_tag for forms were
generated depending on which method was used: as_p, as_ul and as_table
contained code to append the label_suffix where as label_tag called on a
form field directly did NOT append the label_suffix. The code for
appending the label_suffix has been moved in to the label_tag code of
the field and the HTML generation code for as_p, as_ul and as_table now
calls this code as well.

This is a backwards incompatible change because users who have added the
label_suffix manually in their templates may now get double label_suffix
characters in their forms.",https://api.github.com/repos/django/django/git/commits/584bd14dcfdee9585fec7794d53ce120ea73d0bc,2012-06-08,"There was an inconsistency between how the label_tag for forms were
generated depending on which method was used: as_p, as_ul and as_table
contained code to append the label_suffix where as label_tag called on a
form field directly did NOT append the label_suffix"
108,MDY6Q29tbWl0NDE2NDQ4Mjo1ODRiZDE0ZGNmZGVlOTU4NWZlYzc3OTRkNTNjZTEyMGVhNzNkMGJj,Gabe Jackson,Tim Graham,"Fixed #18134 -- BoundField.label_tag now includes the form's label_suffix

There was an inconsistency between how the label_tag for forms were
generated depending on which method was used: as_p, as_ul and as_table
contained code to append the label_suffix where as label_tag called on a
form field directly did NOT append the label_suffix. The code for
appending the label_suffix has been moved in to the label_tag code of
the field and the HTML generation code for as_p, as_ul and as_table now
calls this code as well.

This is a backwards incompatible change because users who have added the
label_suffix manually in their templates may now get double label_suffix
characters in their forms.",https://api.github.com/repos/django/django/git/commits/584bd14dcfdee9585fec7794d53ce120ea73d0bc,2012-06-08,"The code for
appending the label_suffix has been moved in to the label_tag code of
the field and the HTML generation code for as_p, as_ul and as_table now
calls this code as well"
108,MDY6Q29tbWl0NDE2NDQ4Mjo1ODRiZDE0ZGNmZGVlOTU4NWZlYzc3OTRkNTNjZTEyMGVhNzNkMGJj,Gabe Jackson,Tim Graham,"Fixed #18134 -- BoundField.label_tag now includes the form's label_suffix

There was an inconsistency between how the label_tag for forms were
generated depending on which method was used: as_p, as_ul and as_table
contained code to append the label_suffix where as label_tag called on a
form field directly did NOT append the label_suffix. The code for
appending the label_suffix has been moved in to the label_tag code of
the field and the HTML generation code for as_p, as_ul and as_table now
calls this code as well.

This is a backwards incompatible change because users who have added the
label_suffix manually in their templates may now get double label_suffix
characters in their forms.",https://api.github.com/repos/django/django/git/commits/584bd14dcfdee9585fec7794d53ce120ea73d0bc,2012-06-08,"This is a backwards incompatible change because users who have added the
label_suffix manually in their templates may now get double label_suffix
characters in their forms."
109,MDY6Q29tbWl0NDE2NDQ4MjowZmE4ZDQzZTc0MmVlOGI0ODBkOTM4YTQ3ODM2YjVhMzcyMGMyNjc3,Ramiro Morales,Ramiro Morales,Replaced `and...or...` constructs with PEP 308 conditional expressions.,https://api.github.com/repos/django/django/git/commits/0fa8d43e742ee8b480d938a47836b5a3720c2677,2013-05-27,Replaced `and...or...` constructs with PEP 308 conditional expressions.
109,MDY6Q29tbWl0NDE2NDQ4MjowZmE4ZDQzZTc0MmVlOGI0ODBkOTM4YTQ3ODM2YjVhMzcyMGMyNjc3,Ramiro Morales,Ramiro Morales,Replaced `and...or...` constructs with PEP 308 conditional expressions.,https://api.github.com/repos/django/django/git/commits/0fa8d43e742ee8b480d938a47836b5a3720c2677,2013-05-27,
110,MDY6Q29tbWl0NDE2NDQ4MjpiZTBiYWIxYmI4ZGE4MDQwMjI0OGNkMWZhMjJmZDRjYzA5YjM0ZmU3,Claude Paroz,Claude Paroz,"Fixed #11725 -- Made possible to create widget label tag without ""for""

Thanks Denis Martinez for the report and initial patch, and
Sergey Kolosov for bringing the patch up to date.",https://api.github.com/repos/django/django/git/commits/be0bab1bb8da80402248cd1fa22fd4cc09b34fe7,2013-05-25,"Fixed #11725 -- Made possible to create widget label tag without ""for"""
110,MDY6Q29tbWl0NDE2NDQ4MjpiZTBiYWIxYmI4ZGE4MDQwMjI0OGNkMWZhMjJmZDRjYzA5YjM0ZmU3,Claude Paroz,Claude Paroz,"Fixed #11725 -- Made possible to create widget label tag without ""for""

Thanks Denis Martinez for the report and initial patch, and
Sergey Kolosov for bringing the patch up to date.",https://api.github.com/repos/django/django/git/commits/be0bab1bb8da80402248cd1fa22fd4cc09b34fe7,2013-05-25,"Thanks Denis Martinez for the report and initial patch, and
Sergey Kolosov for bringing the patch up to date."
111,MDY6Q29tbWl0NDE2NDQ4MjpkMDc4OGMyNzcwMzU3MjdiN2IwNzBhYmQwZjAyZDA3NWFjZmZjODRm,Jeroen Dekkers,Jeroen Dekkers,"Fixed #18709 -- Check if initial_value is a callable

In _get_changed_data, check if initial_value is a callable and call it
if it is.",https://api.github.com/repos/django/django/git/commits/d0788c277035727b7b070abd0f02d075acffc84f,2012-08-03,Fixed #18709 -- Check if initial_value is a callable
111,MDY6Q29tbWl0NDE2NDQ4MjpkMDc4OGMyNzcwMzU3MjdiN2IwNzBhYmQwZjAyZDA3NWFjZmZjODRm,Jeroen Dekkers,Jeroen Dekkers,"Fixed #18709 -- Check if initial_value is a callable

In _get_changed_data, check if initial_value is a callable and call it
if it is.",https://api.github.com/repos/django/django/git/commits/d0788c277035727b7b070abd0f02d075acffc84f,2012-08-03,"In _get_changed_data, check if initial_value is a callable and call it
if it is."
112,MDY6Q29tbWl0NDE2NDQ4Mjo5YzQ4N2I1OTc0ZWU3ZTdmMTk2MDc5NjExZDczNTIzNjRlODg3M2Vk,Aymeric Augustin,Aymeric Augustin,"Replaced an antiquated pattern.

Thanks Lennart Regebro for pointing it out.",https://api.github.com/repos/django/django/git/commits/9c487b5974ee7e7f196079611d7352364e8873ed,2013-05-17,Replaced an antiquated pattern.
112,MDY6Q29tbWl0NDE2NDQ4Mjo5YzQ4N2I1OTc0ZWU3ZTdmMTk2MDc5NjExZDczNTIzNjRlODg3M2Vk,Aymeric Augustin,Aymeric Augustin,"Replaced an antiquated pattern.

Thanks Lennart Regebro for pointing it out.",https://api.github.com/repos/django/django/git/commits/9c487b5974ee7e7f196079611d7352364e8873ed,2013-05-17,Thanks Lennart Regebro for pointing it out.
113,MDY6Q29tbWl0NDE2NDQ4MjphYjY4NjAyMmY4NjE5YjU3ZTdmODUxZmIyY2U4NjE3NTgzZDcwZDhk,Baptiste Mispelon,Claude Paroz,"Fixed #20211: Document backwards-incompatible change in BoundField.label_tag

Also cleaned up label escaping and consolidated the test suite regarding
label_tag.",https://api.github.com/repos/django/django/git/commits/ab686022f8619b57e7f851fb2ce8617583d70d8d,2013-04-06,Fixed #20211: Document backwards-incompatible change in BoundField.label_tag
113,MDY6Q29tbWl0NDE2NDQ4MjphYjY4NjAyMmY4NjE5YjU3ZTdmODUxZmIyY2U4NjE3NTgzZDcwZDhk,Baptiste Mispelon,Claude Paroz,"Fixed #20211: Document backwards-incompatible change in BoundField.label_tag

Also cleaned up label escaping and consolidated the test suite regarding
label_tag.",https://api.github.com/repos/django/django/git/commits/ab686022f8619b57e7f851fb2ce8617583d70d8d,2013-04-06,"Also cleaned up label escaping and consolidated the test suite regarding
label_tag."
114,MDY6Q29tbWl0NDE2NDQ4MjpjYmZiOGVkNTNiMzFlYzk3MDFmNWZiOGU1MTlhODY0NGZkNGM4MDk1,Claude Paroz,Claude Paroz,"Fixed a regression in forms changed_data

Thanks Loic Bistuer for spotting the regression and the initial
patch. Refs #16612.",https://api.github.com/repos/django/django/git/commits/cbfb8ed53b31ec9701f5fb8e519a8644fd4c8095,2013-03-08,Fixed a regression in forms changed_data
114,MDY6Q29tbWl0NDE2NDQ4MjpjYmZiOGVkNTNiMzFlYzk3MDFmNWZiOGU1MTlhODY0NGZkNGM4MDk1,Claude Paroz,Claude Paroz,"Fixed a regression in forms changed_data

Thanks Loic Bistuer for spotting the regression and the initial
patch. Refs #16612.",https://api.github.com/repos/django/django/git/commits/cbfb8ed53b31ec9701f5fb8e519a8644fd4c8095,2013-03-08,"Thanks Loic Bistuer for spotting the regression and the initial
patch"
114,MDY6Q29tbWl0NDE2NDQ4MjpjYmZiOGVkNTNiMzFlYzk3MDFmNWZiOGU1MTlhODY0NGZkNGM4MDk1,Claude Paroz,Claude Paroz,"Fixed a regression in forms changed_data

Thanks Loic Bistuer for spotting the regression and the initial
patch. Refs #16612.",https://api.github.com/repos/django/django/git/commits/cbfb8ed53b31ec9701f5fb8e519a8644fd4c8095,2013-03-08,Refs #16612.
115,MDY6Q29tbWl0NDE2NDQ4Mjo4OTJiYzkxY2IwMDM2ZDY4NjgwODEzNjM2MjhmNjUwOTRjNDc5MGQ2,Claude Paroz,Claude Paroz,"Fixed #16612 -- Improved has_changed detection for localized field values

Thanks Simon Charette for the review.",https://api.github.com/repos/django/django/git/commits/892bc91cb0036d6868081363628f65094c4790d6,2013-01-26,Fixed #16612 -- Improved has_changed detection for localized field values
115,MDY6Q29tbWl0NDE2NDQ4Mjo4OTJiYzkxY2IwMDM2ZDY4NjgwODEzNjM2MjhmNjUwOTRjNDc5MGQ2,Claude Paroz,Claude Paroz,"Fixed #16612 -- Improved has_changed detection for localized field values

Thanks Simon Charette for the review.",https://api.github.com/repos/django/django/git/commits/892bc91cb0036d6868081363628f65094c4790d6,2013-01-26,Thanks Simon Charette for the review.
116,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWViYjQ5YzY5MDA5N2VjOTUwYjRkYjJhOGVhYTg5MmMyNzQzM2Mw,Claude Paroz,Claude Paroz,"Fixed #19908 -- Added missing import in forms.py

Thanks loic84 for the report.",https://api.github.com/repos/django/django/git/commits/5eebb49c690097ec950b4db2a8eaa892c27433c0,2013-02-24,Fixed #19908 -- Added missing import in forms.py
116,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWViYjQ5YzY5MDA5N2VjOTUwYjRkYjJhOGVhYTg5MmMyNzQzM2Mw,Claude Paroz,Claude Paroz,"Fixed #19908 -- Added missing import in forms.py

Thanks loic84 for the report.",https://api.github.com/repos/django/django/git/commits/5eebb49c690097ec950b4db2a8eaa892c27433c0,2013-02-24,Thanks loic84 for the report.
117,MDY6Q29tbWl0NDE2NDQ4Mjo1MjUzM2E2NGQ1ODY2YTM1ODZkYmZiYTY5YzZjYjllMzliZmY3NDY2,Simon Kerr,Simon Kerr,fixed minor typo #19703,https://api.github.com/repos/django/django/git/commits/52533a64d5866a3586dbfba69c6cb9e39bff7466,2013-01-30,fixed minor typo #19703
117,MDY6Q29tbWl0NDE2NDQ4Mjo1MjUzM2E2NGQ1ODY2YTM1ODZkYmZiYTY5YzZjYjllMzliZmY3NDY2,Simon Kerr,Simon Kerr,fixed minor typo #19703,https://api.github.com/repos/django/django/git/commits/52533a64d5866a3586dbfba69c6cb9e39bff7466,2013-01-30,
118,MDY6Q29tbWl0NDE2NDQ4Mjo5NjJmMTMzZjcyYWJlMmExMTc0ZDQ4YmFhNTJhYTg1NDk3NjJhMDIy,Claude Paroz,Claude Paroz,"Fixed #18483 -- Marked hidden field error string for translation

Thanks Evil Clay for the report and Emil Stenstrom for the initial
patch.",https://api.github.com/repos/django/django/git/commits/962f133f72abe2a1174d48baa52aa8549762a022,2013-01-26,Fixed #18483 -- Marked hidden field error string for translation
118,MDY6Q29tbWl0NDE2NDQ4Mjo5NjJmMTMzZjcyYWJlMmExMTc0ZDQ4YmFhNTJhYTg1NDk3NjJhMDIy,Claude Paroz,Claude Paroz,"Fixed #18483 -- Marked hidden field error string for translation

Thanks Evil Clay for the report and Emil Stenstrom for the initial
patch.",https://api.github.com/repos/django/django/git/commits/962f133f72abe2a1174d48baa52aa8549762a022,2013-01-26,"Thanks Evil Clay for the report and Emil Stenstrom for the initial
patch."
119,MDY6Q29tbWl0NDE2NDQ4Mjo1ODA2MmE2MzAyYTJiZjEwMTNkMTAwZGViMDUzY2NhZTIyOThiYjg0,Claude Paroz,Claude Paroz,Used property decorators in django/forms.py,https://api.github.com/repos/django/django/git/commits/58062a6302a2bf1013d100deb053ccae2298bb84,2013-01-25,Used property decorators in django/forms.py
119,MDY6Q29tbWl0NDE2NDQ4Mjo1ODA2MmE2MzAyYTJiZjEwMTNkMTAwZGViMDUzY2NhZTIyOThiYjg0,Claude Paroz,Claude Paroz,Used property decorators in django/forms.py,https://api.github.com/repos/django/django/git/commits/58062a6302a2bf1013d100deb053ccae2298bb84,2013-01-25,
120,MDY6Q29tbWl0NDE2NDQ4MjplYmI1MDRkYjY5MmNhYzQ5NmY0ZjQ1NzYyZDFkMTQ2NDRjOWZhNmZh,Claude Paroz,Claude Paroz,"Moved has_changed logic from widget to form field

Refs #16612. Thanks Aymeric Augustin for the suggestion.",https://api.github.com/repos/django/django/git/commits/ebb504db692cac496f4f45762d1d14644c9fa6fa,2013-01-25,Moved has_changed logic from widget to form field
120,MDY6Q29tbWl0NDE2NDQ4MjplYmI1MDRkYjY5MmNhYzQ5NmY0ZjQ1NzYyZDFkMTQ2NDRjOWZhNmZh,Claude Paroz,Claude Paroz,"Moved has_changed logic from widget to form field

Refs #16612. Thanks Aymeric Augustin for the suggestion.",https://api.github.com/repos/django/django/git/commits/ebb504db692cac496f4f45762d1d14644c9fa6fa,2013-01-25,Refs #16612
120,MDY6Q29tbWl0NDE2NDQ4MjplYmI1MDRkYjY5MmNhYzQ5NmY0ZjQ1NzYyZDFkMTQ2NDRjOWZhNmZh,Claude Paroz,Claude Paroz,"Moved has_changed logic from widget to form field

Refs #16612. Thanks Aymeric Augustin for the suggestion.",https://api.github.com/repos/django/django/git/commits/ebb504db692cac496f4f45762d1d14644c9fa6fa,2013-01-25,Thanks Aymeric Augustin for the suggestion.
121,MDY6Q29tbWl0NDE2NDQ4MjpkNGEwYjI3ODM4YzgxNWFmODc2OTg5MjBjYzRkYjdkMmFmZDZmMDVi,Aymeric Augustin,Aymeric Augustin,"[py3] Refactored __unicode__ to __str__.

* Renamed the __unicode__ methods
* Applied the python_2_unicode_compatible decorator
* Removed the StrAndUnicode mix-in that is superseded by
  python_2_unicode_compatible
* Kept the __unicode__ methods in classes that specifically
  test it under Python 2",https://api.github.com/repos/django/django/git/commits/d4a0b27838c815af87698920cc4db7d2afd6f05b,2012-08-12,[py3] Refactored __unicode__ to __str__.
121,MDY6Q29tbWl0NDE2NDQ4MjpkNGEwYjI3ODM4YzgxNWFmODc2OTg5MjBjYzRkYjdkMmFmZDZmMDVi,Aymeric Augustin,Aymeric Augustin,"[py3] Refactored __unicode__ to __str__.

* Renamed the __unicode__ methods
* Applied the python_2_unicode_compatible decorator
* Removed the StrAndUnicode mix-in that is superseded by
  python_2_unicode_compatible
* Kept the __unicode__ methods in classes that specifically
  test it under Python 2",https://api.github.com/repos/django/django/git/commits/d4a0b27838c815af87698920cc4db7d2afd6f05b,2012-08-12,"  python_2_unicode_compatible
  test it under Python 2"
122,MDY6Q29tbWl0NDE2NDQ4MjpjNWVmNjViY2YzMjRmNGM5MGI1M2JlOTBmNGFlYzA2OWE2OGU4YzU5,Aymeric Augustin,Aymeric Augustin,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",https://api.github.com/repos/django/django/git/commits/c5ef65bcf324f4c90b53be90f4aec069a68e8c59,2012-07-21,[py3] Ported django.utils.encoding.
122,MDY6Q29tbWl0NDE2NDQ4MjpjNWVmNjViY2YzMjRmNGM5MGI1M2JlOTBmNGFlYzA2OWE2OGU4YzU5,Aymeric Augustin,Aymeric Augustin,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",https://api.github.com/repos/django/django/git/commits/c5ef65bcf324f4c90b53be90f4aec069a68e8c59,2012-07-21,  Python 2 for backwards compatibility)
122,MDY6Q29tbWl0NDE2NDQ4MjpjNWVmNjViY2YzMjRmNGM5MGI1M2JlOTBmNGFlYzA2OWE2OGU4YzU5,Aymeric Augustin,Aymeric Augustin,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",https://api.github.com/repos/django/django/git/commits/c5ef65bcf324f4c90b53be90f4aec069a68e8c59,2012-07-21,  and smart_bytes under Python 2 (which is backwards compatible)
122,MDY6Q29tbWl0NDE2NDQ4MjpjNWVmNjViY2YzMjRmNGM5MGI1M2JlOTBmNGFlYzA2OWE2OGU4YzU5,Aymeric Augustin,Aymeric Augustin,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",https://api.github.com/repos/django/django/git/commits/c5ef65bcf324f4c90b53be90f4aec069a68e8c59,2012-07-21,  Thus smart_str always returns a str objects
122,MDY6Q29tbWl0NDE2NDQ4MjpjNWVmNjViY2YzMjRmNGM5MGI1M2JlOTBmNGFlYzA2OWE2OGU4YzU5,Aymeric Augustin,Aymeric Augustin,"[py3] Ported django.utils.encoding.

* Renamed smart_unicode to smart_text (but kept the old name under
  Python 2 for backwards compatibility).
* Renamed smart_str to smart_bytes.
* Re-introduced smart_str as an alias for smart_text under Python 3
  and smart_bytes under Python 2 (which is backwards compatible).
  Thus smart_str always returns a str objects.
* Used the new smart_str in a few places where both Python 2 and 3
  want a str.",https://api.github.com/repos/django/django/git/commits/c5ef65bcf324f4c90b53be90f4aec069a68e8c59,2012-07-21,  want a str.
123,MDY6Q29tbWl0NDE2NDQ4MjplZTE5MTcxNWVhZTczMzYyNzY4MTg0YWE5NTIwNmNmNjFiYWM1ZDM4,Aymeric Augustin,Aymeric Augustin,[py3] Fixed access to dict keys/values/items.,https://api.github.com/repos/django/django/git/commits/ee191715eae73362768184aa95206cf61bac5d38,2012-07-20,[py3] Fixed access to dict keys/values/items.
123,MDY6Q29tbWl0NDE2NDQ4MjplZTE5MTcxNWVhZTczMzYyNzY4MTg0YWE5NTIwNmNmNjFiYWM1ZDM4,Aymeric Augustin,Aymeric Augustin,[py3] Fixed access to dict keys/values/items.,https://api.github.com/repos/django/django/git/commits/ee191715eae73362768184aa95206cf61bac5d38,2012-07-20,
124,MDY6Q29tbWl0NDE2NDQ4MjoxMjFmZDEwOWRlMDllY2U0ZTI2M2U1MDhmOTAzNGRmOWI1ODNkYTQ2,Claude Paroz,Claude Paroz,"Fixed #5524 -- Do not remove cleaned_data when a form fails validation

cleaned_data is no longer deleted when form validation fails but only
contains the data that did validate.
Thanks to the various contributors to this patch (see ticket).",https://api.github.com/repos/django/django/git/commits/121fd109de09ece4e263e508f9034df9b583da46,2012-08-04,Fixed #5524 -- Do not remove cleaned_data when a form fails validation
124,MDY6Q29tbWl0NDE2NDQ4MjoxMjFmZDEwOWRlMDllY2U0ZTI2M2U1MDhmOTAzNGRmOWI1ODNkYTQ2,Claude Paroz,Claude Paroz,"Fixed #5524 -- Do not remove cleaned_data when a form fails validation

cleaned_data is no longer deleted when form validation fails but only
contains the data that did validate.
Thanks to the various contributors to this patch (see ticket).",https://api.github.com/repos/django/django/git/commits/121fd109de09ece4e263e508f9034df9b583da46,2012-08-04,"cleaned_data is no longer deleted when form validation fails but only
contains the data that did validate"
124,MDY6Q29tbWl0NDE2NDQ4MjoxMjFmZDEwOWRlMDllY2U0ZTI2M2U1MDhmOTAzNGRmOWI1ODNkYTQ2,Claude Paroz,Claude Paroz,"Fixed #5524 -- Do not remove cleaned_data when a form fails validation

cleaned_data is no longer deleted when form validation fails but only
contains the data that did validate.
Thanks to the various contributors to this patch (see ticket).",https://api.github.com/repos/django/django/git/commits/121fd109de09ece4e263e508f9034df9b583da46,2012-08-04,Thanks to the various contributors to this patch (see ticket).
125,MDY6Q29tbWl0NDE2NDQ4MjpiZGNhNWVhMzQ1YzU0OGE4MmE4MGQxOTg5MDY4MThjOWNjYmVmODk2,Aymeric Augustin,Aymeric Augustin,[py3] Replaced unicode/str by six.text_type/bytes.,https://api.github.com/repos/django/django/git/commits/bdca5ea345c548a82a80d198906818c9ccbef896,2012-07-20,[py3] Replaced unicode/str by six.text_type/bytes.
125,MDY6Q29tbWl0NDE2NDQ4MjpiZGNhNWVhMzQ1YzU0OGE4MmE4MGQxOTg5MDY4MThjOWNjYmVmODk2,Aymeric Augustin,Aymeric Augustin,[py3] Replaced unicode/str by six.text_type/bytes.,https://api.github.com/repos/django/django/git/commits/bdca5ea345c548a82a80d198906818c9ccbef896,2012-07-20,
126,MDY6Q29tbWl0NDE2NDQ4MjpkMTFkNDVhYWQ5NjliZTMxM2I5ZTA0NmQwZDQyYjE3OWEzZmI2OTA2,Aymeric Augustin,Aymeric Augustin,[py3] Used six.with_metaclass wherever necessary.,https://api.github.com/repos/django/django/git/commits/d11d45aad969be313b9e046d0d42b179a3fb6906,2012-07-20,[py3] Used six.with_metaclass wherever necessary.
126,MDY6Q29tbWl0NDE2NDQ4MjpkMTFkNDVhYWQ5NjliZTMxM2I5ZTA0NmQwZDQyYjE3OWEzZmI2OTA2,Aymeric Augustin,Aymeric Augustin,[py3] Used six.with_metaclass wherever necessary.,https://api.github.com/repos/django/django/git/commits/d11d45aad969be313b9e046d0d42b179a3fb6906,2012-07-20,
127,MDY6Q29tbWl0NDE2NDQ4Mjo4ZmRjNTZkMmE2Zjc1MzdjZGQ1MjI3MjUwMWFmOWU5NGNhYjk2ZWQ0,Luke Plant,Luke Plant,"Fixed #18572 - Python26 string format incompatibility

Thanks to anonymous/AeroNotix for the report",https://api.github.com/repos/django/django/git/commits/8fdc56d2a6f7537cdd52272501af9e94cab96ed4,2012-07-05,Fixed #18572 - Python26 string format incompatibility
127,MDY6Q29tbWl0NDE2NDQ4Mjo4ZmRjNTZkMmE2Zjc1MzdjZGQ1MjI3MjUwMWFmOWU5NGNhYjk2ZWQ0,Luke Plant,Luke Plant,"Fixed #18572 - Python26 string format incompatibility

Thanks to anonymous/AeroNotix for the report",https://api.github.com/repos/django/django/git/commits/8fdc56d2a6f7537cdd52272501af9e94cab96ed4,2012-07-05,Thanks to anonymous/AeroNotix for the report
128,MDY6Q29tbWl0NDE2NDQ4MjphOTJlN2YzN2M0YWU4NGI2YjhkODAxNmNjNjc4MzIxMWU5MDQ3MjE5,Luke Plant,Luke Plant,Changed a lot of internal code to use 'format_html' where appropriate/possible,https://api.github.com/repos/django/django/git/commits/a92e7f37c4ae84b6b8d8016cc6783211e9047219,2012-07-02,Changed a lot of internal code to use 'format_html' where appropriate/possible
128,MDY6Q29tbWl0NDE2NDQ4MjphOTJlN2YzN2M0YWU4NGI2YjhkODAxNmNjNjc4MzIxMWU5MDQ3MjE5,Luke Plant,Luke Plant,Changed a lot of internal code to use 'format_html' where appropriate/possible,https://api.github.com/repos/django/django/git/commits/a92e7f37c4ae84b6b8d8016cc6783211e9047219,2012-07-02,
129,MDY6Q29tbWl0NDE2NDQ4Mjo0YTEwMzA4NmQ1YzY3ZmE0ZmNjNTNjMTA2YzlmZGY2NDRjNzQyZGQ4,Claude Paroz,Claude Paroz,"Fixed #18269 -- Applied unicode_literals for Python 3 compatibility.

Thanks Vinay Sajip for the support of his django3 branch and
Jannis Leidel for the review.",https://api.github.com/repos/django/django/git/commits/4a103086d5c67fa4fcc53c106c9fdf644c742dd8,2012-06-07,Fixed #18269 -- Applied unicode_literals for Python 3 compatibility.
129,MDY6Q29tbWl0NDE2NDQ4Mjo0YTEwMzA4NmQ1YzY3ZmE0ZmNjNTNjMTA2YzlmZGY2NDRjNzQyZGQ4,Claude Paroz,Claude Paroz,"Fixed #18269 -- Applied unicode_literals for Python 3 compatibility.

Thanks Vinay Sajip for the support of his django3 branch and
Jannis Leidel for the review.",https://api.github.com/repos/django/django/git/commits/4a103086d5c67fa4fcc53c106c9fdf644c742dd8,2012-06-07,"Thanks Vinay Sajip for the support of his django3 branch and
Jannis Leidel for the review."
130,MDY6Q29tbWl0NDE2NDQ4MjozOTA0Yjc0YTNmMmY5MmZlZmUxZDM5MjgxZWQ2ODNjNTJmMmZlZjAz,Claude Paroz,Claude Paroz,"Fixed #18013 -- Use the new 'as' syntax for exceptions.

Thanks Clueless for the initial patch.
Note that unittest has been purposely left out (external package only used by Python 2.6).",https://api.github.com/repos/django/django/git/commits/3904b74a3f2f92fefe1d39281ed683c52f2fef03,2012-04-28,Fixed #18013 -- Use the new 'as' syntax for exceptions.
130,MDY6Q29tbWl0NDE2NDQ4MjozOTA0Yjc0YTNmMmY5MmZlZmUxZDM5MjgxZWQ2ODNjNTJmMmZlZjAz,Claude Paroz,Claude Paroz,"Fixed #18013 -- Use the new 'as' syntax for exceptions.

Thanks Clueless for the initial patch.
Note that unittest has been purposely left out (external package only used by Python 2.6).",https://api.github.com/repos/django/django/git/commits/3904b74a3f2f92fefe1d39281ed683c52f2fef03,2012-04-28,Thanks Clueless for the initial patch
130,MDY6Q29tbWl0NDE2NDQ4MjozOTA0Yjc0YTNmMmY5MmZlZmUxZDM5MjgxZWQ2ODNjNTJmMmZlZjAz,Claude Paroz,Claude Paroz,"Fixed #18013 -- Use the new 'as' syntax for exceptions.

Thanks Clueless for the initial patch.
Note that unittest has been purposely left out (external package only used by Python 2.6).",https://api.github.com/repos/django/django/git/commits/3904b74a3f2f92fefe1d39281ed683c52f2fef03,2012-04-28,Note that unittest has been purposely left out (external package only used by Python 2.6).
