text;predicted_decision;predicted_rationale
" This is technically the correct thing to
do since where pgtables are modified by HW (for access/dirty) they are
volatile and therefore we should always ensure READ_ONCE() semantics";1;1
"But more importantly, by always using the helper, it can be overridden by
the architecture to fully encapsulate the contents of the pte";0;1
" Arch code
is deliberately not converted, as the arch code knows best";1;0
" It is
intended that arch code (arm64) will override the default with its own
implementation that can (e.g.) hide certain bits from the core code, or
determine young/dirty status by mixing in state from another source";1;1
Conversion was done using Coccinelle;1;0
"// $ make coccicheck \
//          COCCI=ptepget.cocci \
//          SPFLAGS=""--include-headers"" \
//          MODE=patch
virtual patch
@ depends on patch @
+ ptep_get(v)
Then reviewed and hand-edited to avoid multiple unnecessary calls to
ptep_get(), instead opting to store the result of a single call in a
variable, where it is correct to do so";1;1
" This aims to negate any cost of
READ_ONCE() and will benefit arch-overrides that may be more complex";0;0
"Included is a fix for an issue in an earlier version of this patch that
was pointed out by kernel test robot";0;1
" The issue arose because config
MMU=n elides definition of the ptep helper functions, including
ptep_get()";0;1
" HUGETLB_PAGE=n configs still define a simple
huge_ptep_clear_flush() for linking purposes, which dereferences the ptep";0;1
"So when both configs are disabled, this caused a build error because
ptep_get() is not defined";1;1
" Fix by continuing to do a direct dereference
when MMU=n";1;1
" This is safe because for this config the arch code cannot be
trying to virtualize the ptes because none of the ptep helpers are
defined.";1;1
mm/various: give up if pte_offset_map[_lock]() fails;1;1
"Following the examples of nearby code, various functions can just give up
if pte_offset_map() or pte_offset_map_lock() fails";1;0
" And there's no need
for a preliminary pmd_trans_unstable() or other such check, since such
cases are now safely handled inside.";1;1
mm/migrate: remove cruft from migration_entry_wait()s;1;0
"migration_entry_wait_on_locked() does not need to take a mapped pte
pointer, its callers can do the unmap first";0;0
" Annotate it with
__releases(ptl) to reduce sparse warnings";0;1
Fold __migration_entry_wait_huge() into migration_entry_wait_huge();1;0
" Fold
__migration_entry_wait() into migration_entry_wait(), preferring the
tighter pte_offset_map_lock() to pte_offset_map() and pte_lockptr().";0;0
mm: convert migrate_pages() to work on folios;1;0
"Almost all of the callers & implementors of migrate_pages() were already
converted to use folios";0;1
" compaction_alloc() & compaction_free() are
trivial to convert a part of this patch and not worth splitting out.";0;0
migrate_pages_batch: simplify retrying and failure counting of large folios;1;1
"After recent changes to the retrying and failure counting in
migrate_pages_batch(), it was found that it's unnecessary to count
retrying and failure for normal, large, and THP folios separately";0;1
"
Because we don't use retrying and failure number of large folios directly";1;1
"So, in this patch, we simplified retrying and failure counting of large
folios via counting retrying and failure of normal and large folios
together";0;1
 This results in the reduced line number;0;1
"Previously, in migrate_pages_batch we need to track whether the source
folio is large/THP before splitting";0;0
" So is_large is used to cache
folio_test_large() result";0;1
" Now, we don't need that variable any more
because we don't count retrying and failure of large folios (only counting
that of THP folios)";1;1
" So, in this patch, is_large is removed to simplify
the code";1;1
This is just code cleanup, no functionality changes are expected.;1;1
migrate_pages: avoid blocking for IO in MIGRATE_SYNC_LIGHT;0;1
"The MIGRATE_SYNC_LIGHT mode is intended to block for things that will
finish quickly but not for things that will take a long time";0;1
" Exactly how
long is too long is not well defined, but waits of tens of milliseconds is
likely non-ideal";0;1
"When putting a Chromebook under memory pressure (opening over 90 tabs on a
4GB machine) it was fairly easy to see delays waiting for some locks in
the kcompactd code path of > 100 ms";0;0
" While the laptop wasn't amazingly
usable in this state, it was still limping along and this state isn't
something artificial";0;1
" Sometimes we simply end up with a lot of memory
pressure";1;1
"Putting the same Chromebook under memory pressure while it was running
Android apps (though not stressing them) showed a much worse result (NOTE";0;1
this was on a older kernel but the codepaths here are similar);0;0
" Android
apps on ChromeOS currently run from a 128K-block, zlib-compressed,
loopback-mounted squashfs disk";0;0
" If we get a page fault from something
backed by the squashfs filesystem we could end up holding a folio lock
while reading enough from disk to decompress 128K (and then decompressing
it using the somewhat slow zlib algorithms)";0;1
" That reading goes through
the ext4 subsystem (because it's a loopback mount) before eventually
ending up in the block subsystem";0;1
 This extra jaunt adds extra overhead;1;1
"
Without much work I could see cases where we ended up blocked on a folio
lock for over a second";0;1
" With more extreme memory pressure I could see up
to 25 seconds";0;0
"We considered adding a timeout in the case of MIGRATE_SYNC_LIGHT for the
two locks that were seen to be slow [1] and that generated much
discussion";1;1
" After discussion, it was decided that we should avoid waiting
for the two locks during MIGRATE_SYNC_LIGHT if they were being held for
IO";1;1
 We'll continue with the unbounded wait for the more full SYNC modes;1;0
"With this change, I couldn't see any slow waits on these locks with my
previous testcases";1;1
"NOTE: The reason I stated digging into this originally isn't because some
benchmark had gone awry, but because we've received in-the-field crash
reports where we have a hung task waiting on the page lock (which is the
equivalent code path on old kernels)";0;0
" While the root cause of those
crashes is likely unrelated and won't be fixed by this patch, analyzing
those crash reports did point out these very long waits seemed like
something good to fix";0;1
" With this patch we should no longer hang waiting
on these locks, but presumably the system will still be in a bad shape and
hang somewhere else.";1;1
mm: don't check VMA write permissions if the PTE/PMD indicates write permissions;1;0
"Staring at the comment ""Recheck VMA as permissions can change since
migration started"" in remove_migration_pte() can result in confusion,
because if the source PTE/PMD indicates write permissions, then there
should be no need to check VMA write permissions when restoring migration
entries or PTE-mapping a PMD";1;1
"Commit d3cb8bf6081b (""mm: migrate: Close race between migration completion
and mprotect"") introduced the maybe_mkwrite() handling in
remove_migration_pte() in 2014, stating that a race between mprotect() and
migration finishing would be possible, and that we could end up with a
writable PTE that should be readable";0;1
"However, mprotect() code first updates vma->vm_flags / vma->vm_page_prot
and then walks the page tables to (a) set all present writable PTEs to
read-only and (b) convert all writable migration entries to readable
migration entries";1;0
" While walking the page tables and modifying the
entries, migration code has to grab the PT locks to synchronize against
concurrent page table modifications";0;0
"Assuming migration would find a writable migration entry (while holding
the PT lock) and replace it with a writable present PTE, surely mprotect()
code didn't stumble over the writable migration entry yet (converting it
into a readable migration entry) and would instead wait for the PT lock to
convert the now present writable PTE into a read-only PTE";1;0
" As mprotect()
didn't finish yet, the behavior is just like migration didn't happen: a
writable PTE will be converted to a read-only PTE";1;0
"So it's fine to rely on the writability information in the source PTE/PMD
and not recheck against the VMA as long as we're holding the PT lock to
synchronize with anyone who concurrently wants to downgrade write
permissions (like mprotect()) by first adjusting vma->vm_flags /
vma->vm_page_prot to then walk over the page tables to adjust the page
table entries";0;0
"Running test cases that should reveal such races -- mprotect(PROT_READ)
racing with page migration or THP splitting -- for multiple hours did not
reveal an issue with this cleanup.";0;1
migrate_pages_batch: fix statistics for longterm pin retry;1;1
"In commit fd4a7ac32918 (""mm: migrate: try again if THP split is failed due
to page refcnt""), if the THP splitting fails due to page reference count,
we will retry to improve migration successful rate";1;1
" But the failed
splitting is counted as migration failure and migration retry, which will
cause duplicated failure counting";0;1
" So, in this patch, this is fixed via
undoing the failure counting if we decide to retry";1;1
" The patch is tested
via failure injection.";1;1
"mm/migrate: revert ""mm/migrate: fix wrongly apply write bit after mkdirty on sparc64""";1;1
"This reverts commit 96a9c287e25d (""mm/migrate: fix wrongly apply write bit
after mkdirty on sparc64"")";1;1
"Now that sparc64 mkdirty handling is fixed and no longer sets a PTE/PMD
writable that shouldn't be writable, let's revert the temporary fix";1;1
The mkdirty mm selftest still passes with this change on sparc64;1;0
"Note that loongarch handling was fixed in commit bf2f34a506e6 (""LoongArch:";1;0
mm/migrate: drop pte_mkhuge() in remove_migration_pte();1;0
"Since the following commit, arch_make_huge_pte() should be used directly
in generic memory subsystem as a platform provided page table helper,
instead of pte_mkhuge()";1;1
" This just drops pte_mkhuge() from
remove_migration_pte(), which has now become redundant";1;1
"'commit 16785bd77431 (""mm: merge pte_mkhuge() call into arch_make_huge_pte()"")'";1;0
mm: Introduce untagged_addr_remote();1;1
"untagged_addr() removes tags/metadata from the address and brings it to
the canonical form";1;1
The helper is implemented on arm64 and sparc;1;1
"Both of
them do untagging based on global rules";0;0
"However, Linear Address Masking (LAM) on x86 introduces per-process
settings for untagging";0;0
"As a result, untagged_addr() is now only
suitable for untagging addresses for the current proccess";1;1
"The new helper untagged_addr_remote() has to be used when the address
targets remote process";1;1
